alibaba/qwen3.7-max,alibaba/qwen3.7-plus,anthropic/claude-fruitcake-eap,anthropic/claude-queso-eap,anthropic/claude-queso-eap-max-effort,anthropic/claude-sonnet-4-6,anthropic/claude-sonnet-5,google/gemini-3.1-flash-lite,google/gemini-3.1-pro-preview,google/gemma-4-31b-it,grok/v9-carrot,grok/v9-potato,grok/v9-stickynote,kimi/kimi-k2.7-code,meta/blue_tower,meta/super_nova_xhigh,minimax/MiniMax-M2.1,minimax/MiniMax-M2.5,minimax/MiniMax-M2.7,minimax/MiniMax-M3,mistralai/mistral-medium-3.5,mistralai/mistral-small-2603,nvidia/nemotron-3-ultra-550b-a55b,openai/gpt-5.4-mini,openai/gpt-5.5,openai/gpt-5.6-luna,openai/iris-alpha-code-mode,openai/kindle-alpha,openai/mercury-alpha,openai/nova-alpha,poolside/laguna-m.1,poolside/laguna-m.1:fast,poolside/laguna-xs.2,poolside/laguna-xs.2:fast,xiaomi/mimo-v2.5,xiaomi/mimo-v2.5-pro,zai/glm-5.1-thinking,zai/glm-5.2
1.000000000000000000e+00,5.552878600373853946e-01,-3.892076768055506286e-01,-4.361297506962918402e-01,-4.679047645399622701e-01,nan,-4.473633389642227565e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.152593833458054773e-01,-2.966039785683019514e-02,-4.066026041222898235e-01,-1.786802574145294475e-01,6.336225703427040834e-01,-3.239745915755629646e-01,1.000000000000000000e+00,9.999999999999998890e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.407544319402448285e-01,-4.504462052653289694e-01,-2.490827574043836257e-01,-1.665455493779406937e-01,-2.954556301422451292e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.524541251865582314e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.785912549308565134e-01
5.552878600373853946e-01,1.000000000000000000e+00,-2.598471513291735757e-01,-1.670529861164329888e-01,-2.529062234749496763e-01,nan,-4.939365962013774203e-01,5.554092884941511654e-01,nan,5.552878600373855056e-01,-1.448371375649353532e-01,-1.663181642991948261e-01,-7.773378422659088516e-02,-2.899842536570584883e-01,3.194261028250475198e-01,-8.968200000746333334e-02,5.552878600373855056e-01,5.236186171871941575e-01,nan,5.552878600373855056e-01,5.552878600373855056e-01,nan,5.552878600373855056e-01,nan,nan,-1.851328991958259562e-01,-2.216915451977622686e-01,-3.510615637461955152e-01,1.553297850498537302e-01,-1.295099544920553514e-01,5.552878600373855056e-01,5.552878600373855056e-01,5.552878600373855056e-01,2.385843297349465320e-01,5.552878600373855056e-01,5.552878600373855056e-01,nan,-3.675701344532908421e-01
-3.892076768055506286e-01,-2.598471513291735757e-01,1.000000000000000000e+00,1.180857411403078185e-02,3.788301735904322370e-02,nan,8.948669571029752370e-03,-3.937719394054450261e-01,nan,-3.892076768055505731e-01,3.640509011800442674e-02,-1.118039106074777828e-01,1.063131812063050630e-01,2.612945835005983392e-03,-2.051906131804831501e-01,1.886485953352604050e-01,-3.892076768055505731e-01,-4.005133075700882395e-01,nan,-3.892076768055505731e-01,-3.892076768055505731e-01,nan,-3.892076768055505731e-01,nan,nan,5.420682976342797860e-02,2.813649691403982689e-02,2.421410271894526012e-01,5.913615405426006499e-02,2.825522282902654392e-01,-3.892076768055505731e-01,-3.892076768055505731e-01,-3.892076768055505731e-01,-2.757946094383830760e-01,-3.892076768055505731e-01,-3.892076768055505731e-01,nan,-5.133781607168041994e-02
-4.361297506962918402e-01,-1.670529861164329888e-01,1.180857411403078185e-02,1.000000000000000000e+00,4.369921057479709825e-01,nan,2.292353412166014126e-01,-4.389330619545342982e-01,nan,-4.361297506962918957e-01,-2.132324358616795659e-02,-4.948222166890794971e-01,-2.157702900459700091e-01,2.169191360206711161e-02,-1.021617761265090768e-01,1.004875153937586640e-01,-4.361297506962918957e-01,-4.361297506962918957e-01,nan,-4.361297506962918957e-01,-4.361297506962918957e-01,nan,-4.361297506962918957e-01,nan,nan,4.173096758904407122e-01,1.802563117318375097e-01,-1.730207212506781611e-01,-9.878344039353066652e-02,9.891764715067746794e-02,-4.361297506962918957e-01,-4.361297506962918957e-01,-4.361297506962918957e-01,-1.732208477635744370e-01,-4.361297506962918957e-01,-4.361297506962918957e-01,nan,1.038493064181408160e-01
-4.679047645399622701e-01,-2.529062234749496763e-01,3.788301735904322370e-02,4.369921057479709825e-01,1.000000000000000000e+00,nan,2.698713531923057629e-01,-4.681990677462723460e-01,nan,-4.679047645399622701e-01,2.063938613559280211e-01,-3.174373460460352438e-03,6.557905949658486555e-02,-4.702967390843658391e-02,-4.530518497868994965e-01,-1.407554722966614102e-01,-4.679047645399622701e-01,-4.577114029142865248e-01,nan,-4.679047645399622701e-01,-4.679047645399622701e-01,nan,-4.679047645399622701e-01,nan,nan,1.310752726359206422e-01,2.951594326986712868e-01,-1.014229224222691211e-01,2.078530038827056670e-01,-2.513635307984736500e-02,-4.679047645399622701e-01,-4.679047645399622701e-01,-4.679047645399622701e-01,-2.564447911061815688e-01,-4.679047645399622701e-01,-4.679047645399622701e-01,nan,2.367475319924773614e-02
nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,-6.874519263775348277e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,-6.203163480572465582e-01,nan,nan,-6.874519263775348277e-01,nan,-8.786694995089749938e-02,-6.874519263775348277e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3.090546281144898599e-02,nan
-4.473633389642227565e-01,-4.939365962013774203e-01,8.948669571029752370e-03,2.292353412166014126e-01,2.698713531923057629e-01,nan,1.000000000000000000e+00,-4.647515548208915326e-01,nan,-4.473633389642227565e-01,2.535641383550322758e-01,2.630265664557533689e-02,-4.412149886439637597e-03,-1.595909581776363412e-02,-4.339780690538194152e-01,2.278377876926562448e-02,-4.473633389642227565e-01,-4.343765901278561214e-01,nan,-4.473633389642227565e-01,-4.473633389642227565e-01,nan,-4.473633389642227565e-01,nan,nan,1.739283369230322784e-01,1.348911100019638820e-01,-4.915727374727544424e-02,-5.704322151100638116e-02,2.451282079150508830e-02,-4.473633389642227565e-01,-4.473633389642227565e-01,-4.473633389642227565e-01,-2.343901116445381849e-01,-4.473633389642227565e-01,-4.473633389642227565e-01,nan,1.963048413971938411e-01
1.000000000000000000e+00,5.554092884941511654e-01,-3.937719394054450261e-01,-4.389330619545342982e-01,-4.681990677462723460e-01,nan,-4.647515548208915326e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.145883616393007953e-01,-2.815950091388174856e-02,-4.066026041222898235e-01,-1.773756918818050199e-01,6.337627070793646622e-01,-3.222570320189549475e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.400382451362493952e-01,-4.639355929214903917e-01,-2.594603966569984377e-01,-1.651120080786194488e-01,-3.083867453257534974e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.525381624587383245e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.772382355716786484e-01
nan,nan,nan,nan,nan,-6.874519263775348277e-01,nan,nan,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,nan,nan,1.000000000000000000e+00,nan,-3.619960817018560428e-01,1.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5.105442353016353962e-01,nan
1.000000000000000000e+00,5.552878600373855056e-01,-3.892076768055505731e-01,-4.361297506962918957e-01,-4.679047645399622701e-01,nan,-4.473633389642227565e-01,1.000000000000000000e+00,nan,1.000000000000000000e+00,-4.152593833458054773e-01,-2.966039785683019514e-02,-4.066026041222898235e-01,-1.786802574145294475e-01,6.336225703427040834e-01,-3.239745915755629646e-01,1.000000000000000000e+00,9.999999999999998890e-01,nan,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.000000000000000000e+00,nan,nan,-4.407544319402448285e-01,-4.504462052653289694e-01,-2.490827574043836257e-01,-1.665455493779406937e-01,-2.954556301422451292e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.524541251865582314e-01,1.000000000000000000e+00,1.000000000000000000e+00,nan,-2.785912549308565134e-01
-4.152593833458054773e-01,-1.448371375649353532e-01,3.640509011800442674e-02,-2.132324358616795659e-02,2.063938613559280211e-01,nan,2.535641383550322758e-01,-4.145883616393007953e-01,nan,-4.152593833458054773e-01,1.000000000000000000e+00,2.630457725315595297e-01,6.794394479834645617e-01,-9.139346254548012805e-02,-3.993419161037101150e-01,-7.567986401678013231e-02,-4.152593833458055328e-01,-3.945541045890670895e-01,nan,-4.152593833458055328e-01,-4.152593833458055328e-01,nan,-4.152593833458055328e-01,nan,nan,-8.430171542800291018e-02,8.894644356312242373e-02,-1.118944468532274972e-01,-1.482606776459158282e-01,-1.629409919634139392e-01,-4.152593833458055328e-01,-4.152593833458055328e-01,-4.152593833458055328e-01,-1.879811360205279891e-01,-4.152593833458055328e-01,-4.152593833458055328e-01,nan,3.043063046890744916e-01
